"session","bird","VIleft1","VIleft2","VIright1","VIright2","CPright","CPleft","dynamic_env","conditions_left","conditions_right","env_1","env_2"
"s91","p054",90,90,30,30,1449,1449,FALSE,"90_90","30_30","90_30","90_30"
"s92","p054",90,90,30,30,904,904,FALSE,"90_90","30_30","90_30","90_30"
"s93","p054",90,90,30,30,1007,1007,FALSE,"90_90","30_30","90_30","90_30"
"s94","p054",90,90,30,30,1467,1467,FALSE,"90_90","30_30","90_30","90_30"
"s95","p054",90,90,30,30,1172,1172,FALSE,"90_90","30_30","90_30","90_30"
"s96","p054",90,90,30,30,1420,1420,FALSE,"90_90","30_30","90_30","90_30"
"s97","p054",90,90,30,30,977,977,FALSE,"90_90","30_30","90_30","90_30"
"s98","p054",90,90,30,30,1298,1298,FALSE,"90_90","30_30","90_30","90_30"
"s99","p054",90,90,30,30,1376,1376,FALSE,"90_90","30_30","90_30","90_30"
"s100","p054",90,90,30,30,1449,1449,FALSE,"90_90","30_30","90_30","90_30"
"s101","p054",90,45,30,45,1055,1055,TRUE,"90_45","30_45","90_30","45_45"
"s102","p054",45,45,45,45,1162,1162,FALSE,"45_45","45_45","45_45","45_45"
"s103","p054",45,45,45,45,1149,1149,FALSE,"45_45","45_45","45_45","45_45"
"s104","p054",45,45,45,45,1046,1046,FALSE,"45_45","45_45","45_45","45_45"
"s105","p054",45,45,45,45,978,978,FALSE,"45_45","45_45","45_45","45_45"
"s106","p054",45,45,45,45,1073,1073,FALSE,"45_45","45_45","45_45","45_45"
"s107","p054",45,45,45,45,1020,1020,FALSE,"45_45","45_45","45_45","45_45"
"s108","p054",45,45,45,45,1084,1084,FALSE,"45_45","45_45","45_45","45_45"
"s109","p054",45,45,45,45,918,918,FALSE,"45_45","45_45","45_45","45_45"
"s110","p054",45,45,45,45,901,901,FALSE,"45_45","45_45","45_45","45_45"
"s111","p054",45,45,45,45,1071,1071,FALSE,"45_45","45_45","45_45","45_45"
"s112","p054",45,45,45,45,1139,1139,FALSE,"45_45","45_45","45_45","45_45"
"s113","p054",45,45,45,45,1099,1099,FALSE,"45_45","45_45","45_45","45_45"
"s114","p054",45,45,45,45,1041,1041,FALSE,"45_45","45_45","45_45","45_45"
"s115","p054",45,45,45,45,1034,1034,FALSE,"45_45","45_45","45_45","45_45"
"s116","p054",45,45,45,45,1517,1517,FALSE,"45_45","45_45","45_45","45_45"
"s117","p054",45,30,45,90,1691,1691,TRUE,"45_30","45_90","45_45","30_90"
"s118","p054",30,225,90,25,1733,1733,TRUE,"30_225","90_25","30_90","225_25"
"s119","p054",225,225,25,25,1458,1458,FALSE,"225_225","25_25","225_25","225_25"
"s120","p054",225,225,25,25,1208,1208,FALSE,"225_225","25_25","225_25","225_25"
"s121","p054",225,225,25,25,1358,1358,FALSE,"225_225","25_25","225_25","225_25"
"s122","p054",225,225,25,25,2232,2232,FALSE,"225_225","25_25","225_25","225_25"
"s123","p054",225,225,25,25,2035,2035,FALSE,"225_225","25_25","225_25","225_25"
"s124","p054",225,24,25,360,1452,1452,TRUE,"225_24","25_360","225_25","24_360"
"s125","p054",24,360,360,24,1904,1904,TRUE,"24_360","360_24","24_360","360_24"
"s126","p054",360,25,24,225,1904,1904,TRUE,"360_25","24_225","360_24","25_225"
"s127","p054",25,135,225,27,1833,1833,TRUE,"25_135","225_27","25_225","135_27"
"s128","p054",135,135,27,27,1488,1488,FALSE,"135_135","27_27","135_27","135_27"
"s129","p054",135,135,27,27,2173,2173,FALSE,"135_135","27_27","135_27","135_27"
"s130","p054",135,30,27,90,2016,2016,TRUE,"135_30","27_90","135_27","30_90"
"s131","p054",30,90,90,30,1533,1533,TRUE,"30_90","90_30","30_90","90_30"
"s132","p054",90,30,30,90,1985,1985,TRUE,"90_30","30_90","90_30","30_90"
"s133","p054",30,30,90,90,2185,2185,FALSE,"30_30","90_90","30_90","30_90"
"s134","p054",30,225,90,25,1934,1934,TRUE,"30_225","90_25","30_90","225_25"
"s135","p054",225,27,25,135,1775,1775,TRUE,"225_27","25_135","225_25","27_135"
"s136","p054",27,27,135,135,2330,2330,FALSE,"27_27","135_135","27_135","27_135"
"s137","p054",27,27,135,135,1692,1692,FALSE,"27_27","135_135","27_135","27_135"
"s138","p054",27,27,135,135,2007,2007,FALSE,"27_27","135_135","27_135","27_135"
"s139","p054",27,27,135,135,1299,1299,FALSE,"27_27","135_135","27_135","27_135"
"s140","p054",27,27,135,135,1624,1624,FALSE,"27_27","135_135","27_135","27_135"
"s141","p054",27,360,135,24,1925,1925,TRUE,"27_360","135_24","27_135","360_24"
"s142","p054",360,360,24,24,1567,1567,FALSE,"360_360","24_24","360_24","360_24"
"s143","p054",360,360,24,24,2197,2197,FALSE,"360_360","24_24","360_24","360_24"
"s144","p054",360,360,24,24,1610,1610,FALSE,"360_360","24_24","360_24","360_24"
"s145","p054",360,24,24,360,1615,1615,TRUE,"360_24","24_360","360_24","24_360"
"s146","p054",24,135,360,27,2117,2117,TRUE,"24_135","360_27","24_360","135_27"
"s147","p054",135,35,27,63,1806,1806,TRUE,"135_35","27_63","135_27","35_63"
"s148","p054",35,225,63,25,1929,1929,TRUE,"35_225","63_25","35_63","225_25"
"s149","p054",225,225,25,25,2343,2343,FALSE,"225_225","25_25","225_25","225_25"
"s150","p054",225,225,25,25,1231,1231,FALSE,"225_225","25_25","225_25","225_25"
"s151","p054",225,25,25,225,2002,2002,TRUE,"225_25","25_225","225_25","25_225"
"s152","p054",25,63,225,35,2045,2045,TRUE,"25_63","225_35","25_225","63_35"
"s153","p054",63,63,35,35,2133,2133,FALSE,"63_63","35_35","63_35","63_35"
"s154","p054",63,63,35,35,1737,1737,FALSE,"63_63","35_35","63_35","63_35"
"s155","p054",63,63,35,35,1817,1817,FALSE,"63_63","35_35","63_35","63_35"
"s156","p054",63,63,35,35,2235,2235,FALSE,"63_63","35_35","63_35","63_35"
"s157","p054",63,63,35,35,1532,1532,FALSE,"63_63","35_35","63_35","63_35"
"s158","p054",63,63,35,35,2069,2069,FALSE,"63_63","35_35","63_35","63_35"
"s159","p054",63,24,35,360,1536,1536,TRUE,"63_24","35_360","63_35","24_360"
"s160","p054",24,24,360,360,1534,1534,FALSE,"24_24","360_360","24_360","24_360"
"s161","p054",24,24,360,360,1795,1795,FALSE,"24_24","360_360","24_360","24_360"
"s162","p054",24,90,360,30,1372,1372,TRUE,"24_90","360_30","24_360","90_30"
"s163","p054",90,90,30,30,2145,2145,FALSE,"90_90","30_30","90_30","90_30"
"s164","p054",90,24,30,360,1825,1825,TRUE,"90_24","30_360","90_30","24_360"
"s165","p054",24,24,360,360,1790,1790,FALSE,"24_24","360_360","24_360","24_360"
"s166","p054",24,24,360,360,1294,1294,FALSE,"24_24","360_360","24_360","24_360"
"s167","p054",24,63,360,35,1727,1727,TRUE,"24_63","360_35","24_360","63_35"
"s168","p054",63,30,35,90,1417,1417,TRUE,"63_30","35_90","63_35","30_90"
"s169","p054",30,360,90,24,1526,1526,TRUE,"30_360","90_24","30_90","360_24"
"s170","p054",360,360,24,24,2180,2180,FALSE,"360_360","24_24","360_24","360_24"
"s171","p054",360,30,24,90,1870,1870,TRUE,"360_30","24_90","360_24","30_90"
"s172","p054",30,30,90,90,1477,1477,FALSE,"30_30","90_90","30_90","30_90"
"s173","p054",30,30,90,90,1347,1347,FALSE,"30_30","90_90","30_90","30_90"
"s174","p054",30,90,90,30,1787,1787,TRUE,"30_90","90_30","30_90","90_30"
"s175","p054",90,90,30,30,1736,1736,FALSE,"90_90","30_30","90_30","90_30"
"s176","p054",90,90,30,30,1984,1984,FALSE,"90_90","30_30","90_30","90_30"
"s177","p054",90,27,30,135,2009,2009,TRUE,"90_27","30_135","90_30","27_135"
"s178","p054",27,135,135,27,1822,1822,TRUE,"27_135","135_27","27_135","135_27"
"s179","p054",135,135,27,27,1623,1623,FALSE,"135_135","27_27","135_27","135_27"
"s180","p054",135,Inf,27,Inf,1313,1313,TRUE,"135_Inf","27_Inf","135_27","Inf_Inf"
"s01","p138",30,30,90,90,1534,1534,FALSE,"30_30","90_90","30_90","30_90"
"s02","p138",30,30,90,90,1353,1353,FALSE,"30_30","90_90","30_90","30_90"
"s03","p138",30,30,90,90,1419,1419,FALSE,"30_30","90_90","30_90","30_90"
"s04","p138",30,30,90,90,2020,2020,FALSE,"30_30","90_90","30_90","30_90"
"s05","p138",30,30,90,90,1756,1756,FALSE,"30_30","90_90","30_90","30_90"
"s06","p138",30,30,90,90,1871,1871,FALSE,"30_30","90_90","30_90","30_90"
"s07","p138",30,30,90,90,1247,1247,FALSE,"30_30","90_90","30_90","30_90"
"s08","p138",30,30,90,90,986,986,FALSE,"30_30","90_90","30_90","30_90"
"s09","p138",30,30,90,90,2005,2005,FALSE,"30_30","90_90","30_90","30_90"
"s10","p138",30,30,90,90,1127,1127,FALSE,"30_30","90_90","30_90","30_90"
"s11","p138",30,30,90,90,1895,1895,FALSE,"30_30","90_90","30_90","30_90"
"s12","p138",30,30,90,90,1279,1279,FALSE,"30_30","90_90","30_90","30_90"
"s13","p138",30,30,90,90,1433,1433,FALSE,"30_30","90_90","30_90","30_90"
"s14","p138",30,30,90,90,1176,1176,FALSE,"30_30","90_90","30_90","30_90"
"s15","p138",30,30,90,90,1839,1839,FALSE,"30_30","90_90","30_90","30_90"
"s16","p138",30,90,90,30,1332,1332,TRUE,"30_90","90_30","30_90","90_30"
"s17","p138",90,90,30,30,1149,1149,FALSE,"90_90","30_30","90_30","90_30"
"s18","p138",90,90,30,30,1215,1215,FALSE,"90_90","30_30","90_30","90_30"
"s19","p138",90,90,30,30,1063,1063,FALSE,"90_90","30_30","90_30","90_30"
"s20","p138",90,90,30,30,1500,1500,FALSE,"90_90","30_30","90_30","90_30"
"s21","p138",90,90,30,30,933,933,FALSE,"90_90","30_30","90_30","90_30"
"s22","p138",90,90,30,30,1091,1091,FALSE,"90_90","30_30","90_30","90_30"
"s23","p138",90,90,30,30,1294,1294,FALSE,"90_90","30_30","90_30","90_30"
"s24","p138",90,90,30,30,1009,1009,FALSE,"90_90","30_30","90_30","90_30"
"s25","p138",90,90,30,30,1177,1177,FALSE,"90_90","30_30","90_30","90_30"
"s26","p138",90,30,30,90,970,970,TRUE,"90_30","30_90","90_30","30_90"
"s27","p138",30,30,90,90,1394,1394,FALSE,"30_30","90_90","30_90","30_90"
"s28","p138",30,30,90,90,1897,1897,FALSE,"30_30","90_90","30_90","30_90"
"s29","p138",30,30,90,90,1692,1692,FALSE,"30_30","90_90","30_90","30_90"
"s30","p138",30,30,90,90,1171,1171,FALSE,"30_30","90_90","30_90","30_90"
"s31","p138",30,30,90,90,927,927,FALSE,"30_30","90_90","30_90","30_90"
"s32","p138",30,30,90,90,1221,1221,FALSE,"30_30","90_90","30_90","30_90"
"s33","p138",30,30,90,90,1846,1846,FALSE,"30_30","90_90","30_90","30_90"
"s34","p138",30,30,90,90,1753,1753,FALSE,"30_30","90_90","30_90","30_90"
"s35","p138",30,30,90,90,1089,1089,FALSE,"30_30","90_90","30_90","30_90"
"s36","p138",30,90,90,30,950,950,TRUE,"30_90","90_30","30_90","90_30"
"s37","p138",90,90,30,30,1154,1154,FALSE,"90_90","30_30","90_30","90_30"
"s38","p138",90,90,30,30,1014,1014,FALSE,"90_90","30_30","90_30","90_30"
"s39","p138",90,90,30,30,1121,1121,FALSE,"90_90","30_30","90_30","90_30"
"s40","p138",90,90,30,30,1085,1085,FALSE,"90_90","30_30","90_30","90_30"
"s41","p138",90,90,30,30,1490,1490,FALSE,"90_90","30_30","90_30","90_30"
"s42","p138",90,90,30,30,1367,1367,FALSE,"90_90","30_30","90_30","90_30"
"s43","p138",90,90,30,30,1404,1404,FALSE,"90_90","30_30","90_30","90_30"
"s44","p138",90,90,30,30,907,907,FALSE,"90_90","30_30","90_30","90_30"
"s45","p138",90,90,30,30,919,919,FALSE,"90_90","30_30","90_30","90_30"
"s46","p138",90,90,30,30,1271,1271,FALSE,"90_90","30_30","90_30","90_30"
"s47","p138",90,90,30,30,973,973,FALSE,"90_90","30_30","90_30","90_30"
"s48","p138",90,90,30,30,1426,1426,FALSE,"90_90","30_30","90_30","90_30"
"s49","p138",90,90,30,30,1095,1095,FALSE,"90_90","30_30","90_30","90_30"
"s50","p138",90,90,30,30,1228,1228,FALSE,"90_90","30_30","90_30","90_30"
"s51","p138",90,90,30,30,1094,1094,FALSE,"90_90","30_30","90_30","90_30"
"s52","p138",90,90,30,30,1435,1435,FALSE,"90_90","30_30","90_30","90_30"
"s53","p138",90,30,30,90,1141,1141,TRUE,"90_30","30_90","90_30","30_90"
"s54","p138",30,30,90,90,2036,2036,FALSE,"30_30","90_90","30_90","30_90"
"s55","p138",30,30,90,90,1110,1110,FALSE,"30_30","90_90","30_90","30_90"
"s56","p138",30,30,90,90,1606,1606,FALSE,"30_30","90_90","30_90","30_90"
"s57","p138",30,30,90,90,1660,1660,FALSE,"30_30","90_90","30_90","30_90"
"s58","p138",30,30,90,90,2071,2071,FALSE,"30_30","90_90","30_90","30_90"
"s59","p138",30,30,90,90,1403,1403,FALSE,"30_30","90_90","30_90","30_90"
"s60","p138",30,30,90,90,1780,1780,FALSE,"30_30","90_90","30_90","30_90"
"s61","p138",30,30,90,90,987,987,FALSE,"30_30","90_90","30_90","30_90"
"s62","p138",30,30,90,90,1834,1834,FALSE,"30_30","90_90","30_90","30_90"
"s63","p138",30,30,90,90,1291,1291,FALSE,"30_30","90_90","30_90","30_90"
"s64","p138",30,30,90,90,1973,1973,FALSE,"30_30","90_90","30_90","30_90"
"s65","p138",30,30,90,90,1762,1762,FALSE,"30_30","90_90","30_90","30_90"
"s66","p138",30,30,90,90,999,999,FALSE,"30_30","90_90","30_90","30_90"
"s67","p138",30,30,90,90,1596,1596,FALSE,"30_30","90_90","30_90","30_90"
"s68","p138",30,30,90,90,1735,1735,FALSE,"30_30","90_90","30_90","30_90"
"s69","p138",30,30,90,90,1897,1897,FALSE,"30_30","90_90","30_90","30_90"
"s70","p138",30,30,90,90,1138,1138,FALSE,"30_30","90_90","30_90","30_90"
"s71","p138",30,30,90,90,1567,1567,FALSE,"30_30","90_90","30_90","30_90"
"s72","p138",30,30,90,90,1097,1097,FALSE,"30_30","90_90","30_90","30_90"
"s73","p138",30,30,90,90,1471,1471,FALSE,"30_30","90_90","30_90","30_90"
"s74","p138",30,30,90,90,1999,1999,FALSE,"30_30","90_90","30_90","30_90"
"s75","p138",30,90,90,30,949,949,TRUE,"30_90","90_30","30_90","90_30"
"s76","p138",90,90,30,30,1458,1458,FALSE,"90_90","30_30","90_30","90_30"
"s77","p138",90,90,30,30,1331,1331,FALSE,"90_90","30_30","90_30","90_30"
"s78","p138",90,90,30,30,1187,1187,FALSE,"90_90","30_30","90_30","90_30"
"s79","p138",90,90,30,30,1351,1351,FALSE,"90_90","30_30","90_30","90_30"
"s80","p138",90,90,30,30,1043,1043,FALSE,"90_90","30_30","90_30","90_30"
"s81","p138",90,90,30,30,1302,1302,FALSE,"90_90","30_30","90_30","90_30"
"s82","p138",90,90,30,30,932,932,FALSE,"90_90","30_30","90_30","90_30"
"s83","p138",90,90,30,30,1359,1359,FALSE,"90_90","30_30","90_30","90_30"
"s84","p138",90,90,30,30,969,969,FALSE,"90_90","30_30","90_30","90_30"
"s85","p138",90,90,30,30,1256,1256,FALSE,"90_90","30_30","90_30","90_30"
"s86","p138",90,90,30,30,934,934,FALSE,"90_90","30_30","90_30","90_30"
"s87","p138",90,90,30,30,1288,1288,FALSE,"90_90","30_30","90_30","90_30"
"s88","p138",90,90,30,30,930,930,FALSE,"90_90","30_30","90_30","90_30"
"s89","p138",90,90,30,30,1201,1201,FALSE,"90_90","30_30","90_30","90_30"
"s90","p138",90,90,30,30,1075,1075,FALSE,"90_90","30_30","90_30","90_30"
"s91","p138",90,90,30,30,1187,1187,FALSE,"90_90","30_30","90_30","90_30"
"s92","p138",90,90,30,30,1428,1428,FALSE,"90_90","30_30","90_30","90_30"
"s93","p138",90,90,30,30,1474,1474,FALSE,"90_90","30_30","90_30","90_30"
"s94","p138",90,90,30,30,1055,1055,FALSE,"90_90","30_30","90_30","90_30"
"s95","p138",90,90,30,30,1141,1141,FALSE,"90_90","30_30","90_30","90_30"
"s96","p138",90,90,30,30,983,983,FALSE,"90_90","30_30","90_30","90_30"
"s97","p138",90,90,30,30,1384,1384,FALSE,"90_90","30_30","90_30","90_30"
"s98","p138",90,90,30,30,955,955,FALSE,"90_90","30_30","90_30","90_30"
"s99","p138",90,90,30,30,1279,1279,FALSE,"90_90","30_30","90_30","90_30"
"s100","p138",90,90,30,30,1425,1425,FALSE,"90_90","30_30","90_30","90_30"
"s101","p138",90,45,30,45,1057,1057,TRUE,"90_45","30_45","90_30","45_45"
"s102","p138",45,45,45,45,988,988,FALSE,"45_45","45_45","45_45","45_45"
"s103","p138",45,45,45,45,1150,1150,FALSE,"45_45","45_45","45_45","45_45"
"s104","p138",45,45,45,45,994,994,FALSE,"45_45","45_45","45_45","45_45"
"s105","p138",45,45,45,45,943,943,FALSE,"45_45","45_45","45_45","45_45"
"s106","p138",45,45,45,45,963,963,FALSE,"45_45","45_45","45_45","45_45"
"s107","p138",45,45,45,45,1162,1162,FALSE,"45_45","45_45","45_45","45_45"
"s108","p138",45,45,45,45,1028,1028,FALSE,"45_45","45_45","45_45","45_45"
"s109","p138",45,45,45,45,953,953,FALSE,"45_45","45_45","45_45","45_45"
"s110","p138",45,45,45,45,1072,1072,FALSE,"45_45","45_45","45_45","45_45"
"s111","p138",45,45,45,45,924,924,FALSE,"45_45","45_45","45_45","45_45"
"s112","p138",45,45,45,45,1189,1189,FALSE,"45_45","45_45","45_45","45_45"
"s113","p138",45,45,45,45,955,955,FALSE,"45_45","45_45","45_45","45_45"
"s114","p138",45,45,45,45,1092,1092,FALSE,"45_45","45_45","45_45","45_45"
"s115","p138",45,45,45,45,1057,1057,FALSE,"45_45","45_45","45_45","45_45"
"s116","p138",45,45,45,45,2215,2215,FALSE,"45_45","45_45","45_45","45_45"
"s117","p138",45,30,45,90,2375,2375,TRUE,"45_30","45_90","45_45","30_90"
"s118","p138",30,30,90,90,1516,1516,FALSE,"30_30","90_90","30_90","30_90"
"s119","p138",30,30,90,90,1586,1586,FALSE,"30_30","90_90","30_90","30_90"
"s120","p138",30,30,90,90,1629,1629,FALSE,"30_30","90_90","30_90","30_90"
"s121","p138",30,30,90,90,2357,2357,FALSE,"30_30","90_90","30_90","30_90"
"s122","p138",30,30,90,90,1626,1626,FALSE,"30_30","90_90","30_90","30_90"
"s123","p138",30,225,90,25,2244,2244,TRUE,"30_225","90_25","30_90","225_25"
"s124","p138",225,30,25,90,2243,2243,TRUE,"225_30","25_90","225_25","30_90"
"s125","p138",30,63,90,35,2268,2268,TRUE,"30_63","90_35","30_90","63_35"
"s126","p138",63,63,35,35,1481,1481,FALSE,"63_63","35_35","63_35","63_35"
"s127","p138",63,63,35,35,1549,1549,FALSE,"63_63","35_35","63_35","63_35"
"s128","p138",63,27,35,135,1754,1754,TRUE,"63_27","35_135","63_35","27_135"
"s129","p138",27,27,135,135,1967,1967,FALSE,"27_27","135_135","27_135","27_135"
"s130","p138",27,90,135,30,2103,2103,TRUE,"27_90","135_30","27_135","90_30"
"s131","p138",90,90,30,30,1212,1212,FALSE,"90_90","30_30","90_30","90_30"
"s132","p138",90,90,30,30,1285,1285,FALSE,"90_90","30_30","90_30","90_30"
"s133","p138",90,90,30,30,1840,1840,FALSE,"90_90","30_30","90_30","90_30"
"s134","p138",90,24,30,360,2136,2136,TRUE,"90_24","30_360","90_30","24_360"
"s135","p138",24,360,360,24,1273,1273,TRUE,"24_360","360_24","24_360","360_24"
"s136","p138",360,360,24,24,1501,1501,FALSE,"360_360","24_24","360_24","360_24"
"s137","p138",360,360,24,24,1398,1398,FALSE,"360_360","24_24","360_24","360_24"
"s138","p138",360,35,24,63,1383,1383,TRUE,"360_35","24_63","360_24","35_63"
"s139","p138",35,35,63,63,1235,1235,FALSE,"35_35","63_63","35_63","35_63"
"s140","p138",35,225,63,25,1327,1327,TRUE,"35_225","63_25","35_63","225_25"
"s141","p138",225,225,25,25,1813,1813,FALSE,"225_225","25_25","225_25","225_25"
"s142","p138",225,24,25,360,2174,2174,TRUE,"225_24","25_360","225_25","24_360"
"s143","p138",24,225,360,25,1847,1847,TRUE,"24_225","360_25","24_360","225_25"
"s144","p138",225,225,25,25,1207,1207,FALSE,"225_225","25_25","225_25","225_25"
"s145","p138",225,35,25,63,1905,1905,TRUE,"225_35","25_63","225_25","35_63"
"s146","p138",35,35,63,63,2319,2319,FALSE,"35_35","63_63","35_63","35_63"
"s147","p138",35,360,63,24,2388,2388,TRUE,"35_360","63_24","35_63","360_24"
"s148","p138",360,30,24,90,2133,2133,TRUE,"360_30","24_90","360_24","30_90"
"s149","p138",30,360,90,24,1955,1955,TRUE,"30_360","90_24","30_90","360_24"
"s150","p138",360,360,24,24,1262,1262,FALSE,"360_360","24_24","360_24","360_24"
"s151","p138",360,25,24,225,1732,1732,TRUE,"360_25","24_225","360_24","25_225"
"s152","p138",25,360,225,24,2102,2102,TRUE,"25_360","225_24","25_225","360_24"
"s153","p138",360,360,24,24,1849,1849,FALSE,"360_360","24_24","360_24","360_24"
"s154","p138",360,360,24,24,1234,1234,FALSE,"360_360","24_24","360_24","360_24"
"s155","p138",360,25,24,225,1362,1362,TRUE,"360_25","24_225","360_24","25_225"
"s156","p138",25,25,225,225,2125,2125,FALSE,"25_25","225_225","25_225","25_225"
"s157","p138",25,25,225,225,1603,1603,FALSE,"25_25","225_225","25_225","25_225"
"s158","p138",25,25,225,225,1626,1626,FALSE,"25_25","225_225","25_225","25_225"
"s159","p138",25,25,225,225,2034,2034,FALSE,"25_25","225_225","25_225","25_225"
"s160","p138",25,135,225,27,1968,1968,TRUE,"25_135","225_27","25_225","135_27"
"s161","p138",135,30,27,90,1531,1531,TRUE,"135_30","27_90","135_27","30_90"
"s162","p138",30,30,90,90,1232,1232,FALSE,"30_30","90_90","30_90","30_90"
"s163","p138",30,90,90,30,1768,1768,TRUE,"30_90","90_30","30_90","90_30"
"s164","p138",90,90,30,30,1784,1784,FALSE,"90_90","30_30","90_30","90_30"
"s165","p138",90,90,30,30,1476,1476,FALSE,"90_90","30_30","90_30","90_30"
"s166","p138",90,90,30,30,2060,2060,FALSE,"90_90","30_30","90_30","90_30"
"s167","p138",90,25,30,225,1748,1748,TRUE,"90_25","30_225","90_30","25_225"
"s168","p138",25,25,225,225,1531,1531,FALSE,"25_25","225_225","25_225","25_225"
"s169","p138",25,90,225,30,1721,1721,TRUE,"25_90","225_30","25_225","90_30"
"s170","p138",90,90,30,30,2261,2261,FALSE,"90_90","30_30","90_30","90_30"
"s171","p138",90,35,30,63,2249,2249,TRUE,"90_35","30_63","90_30","35_63"
"s172","p138",35,35,63,63,1633,1633,FALSE,"35_35","63_63","35_63","35_63"
"s173","p138",35,135,63,27,1676,1676,TRUE,"35_135","63_27","35_63","135_27"
"s174","p138",135,25,27,225,1225,1225,TRUE,"135_25","27_225","135_27","25_225"
"s175","p138",25,135,225,27,1310,1310,TRUE,"25_135","225_27","25_225","135_27"
"s176","p138",135,135,27,27,2311,2311,FALSE,"135_135","27_27","135_27","135_27"
"s177","p138",135,25,27,225,1691,1691,TRUE,"135_25","27_225","135_27","25_225"
"s178","p138",25,135,225,27,2168,2168,TRUE,"25_135","225_27","25_225","135_27"
"s179","p138",135,135,27,27,1601,1601,FALSE,"135_135","27_27","135_27","135_27"
