"session","bird","VIleft1","VIleft2","VIright1","VIright2","CPright","CPleft","dynamic_env","conditions_left","conditions_right","env_1","env_2"
"s92","p530",90,90,30,30,1267,1267,FALSE,"90_90","30_30","90_30","90_30"
"s93","p530",90,90,30,30,1416,1416,FALSE,"90_90","30_30","90_30","90_30"
"s94","p530",90,90,30,30,977,977,FALSE,"90_90","30_30","90_30","90_30"
"s95","p530",90,90,30,30,1445,1445,FALSE,"90_90","30_30","90_30","90_30"
"s96","p530",90,90,30,30,1216,1216,FALSE,"90_90","30_30","90_30","90_30"
"s97","p530",90,90,30,30,1111,1111,FALSE,"90_90","30_30","90_30","90_30"
"s98","p530",90,90,30,30,1005,1005,FALSE,"90_90","30_30","90_30","90_30"
"s99","p530",90,90,30,30,1294,1294,FALSE,"90_90","30_30","90_30","90_30"
"s100","p530",90,90,30,30,1305,1305,FALSE,"90_90","30_30","90_30","90_30"
"s101","p530",90,45,30,45,961,961,TRUE,"90_45","30_45","90_30","45_45"
"s102","p530",45,45,45,45,923,923,FALSE,"45_45","45_45","45_45","45_45"
"s103","p530",45,45,45,45,926,926,FALSE,"45_45","45_45","45_45","45_45"
"s104","p530",45,45,45,45,1034,1034,FALSE,"45_45","45_45","45_45","45_45"
"s105","p530",45,45,45,45,1142,1142,FALSE,"45_45","45_45","45_45","45_45"
"s106","p530",45,45,45,45,1191,1191,FALSE,"45_45","45_45","45_45","45_45"
"s107","p530",45,45,45,45,1097,1097,FALSE,"45_45","45_45","45_45","45_45"
"s108","p530",45,45,45,45,1041,1041,FALSE,"45_45","45_45","45_45","45_45"
"s109","p530",45,45,45,45,1116,1116,FALSE,"45_45","45_45","45_45","45_45"
"s110","p530",45,45,45,45,1187,1187,FALSE,"45_45","45_45","45_45","45_45"
"s111","p530",45,45,45,45,929,929,FALSE,"45_45","45_45","45_45","45_45"
"s112","p530",45,45,45,45,1146,1146,FALSE,"45_45","45_45","45_45","45_45"
"s113","p530",45,45,45,45,1196,1196,FALSE,"45_45","45_45","45_45","45_45"
"s114","p530",45,45,45,45,1108,1108,FALSE,"45_45","45_45","45_45","45_45"
"s115","p530",45,45,45,45,907,907,FALSE,"45_45","45_45","45_45","45_45"
"s116","p530",45,24,45,360,1978,1978,TRUE,"45_24","45_360","45_45","24_360"
"s117","p530",24,24,360,360,1491,1491,FALSE,"24_24","360_360","24_360","24_360"
"s118","p530",24,360,360,24,2013,2013,TRUE,"24_360","360_24","24_360","360_24"
"s119","p530",360,30,24,90,1748,1748,TRUE,"360_30","24_90","360_24","30_90"
"s120","p530",30,135,90,27,1466,1466,TRUE,"30_135","90_27","30_90","135_27"
"s121","p530",135,25,27,225,1804,1804,TRUE,"135_25","27_225","135_27","25_225"
"s122","p530",25,25,225,225,1806,1806,FALSE,"25_25","225_225","25_225","25_225"
"s123","p530",25,25,225,225,1746,1746,FALSE,"25_25","225_225","25_225","25_225"
"s124","p530",25,25,225,225,1225,1225,FALSE,"25_25","225_225","25_225","25_225"
"s125","p530",25,90,225,30,2389,2389,TRUE,"25_90","225_30","25_225","90_30"
"s126","p530",90,90,30,30,2177,2177,FALSE,"90_90","30_30","90_30","90_30"
"s127","p530",90,24,30,360,2134,2134,TRUE,"90_24","30_360","90_30","24_360"
"s128","p530",24,24,360,360,1376,1376,FALSE,"24_24","360_360","24_360","24_360"
"s129","p530",24,24,360,360,1403,1403,FALSE,"24_24","360_360","24_360","24_360"
"s130","p530",24,63,360,35,1893,1893,TRUE,"24_63","360_35","24_360","63_35"
"s131","p530",63,63,35,35,1831,1831,FALSE,"63_63","35_35","63_35","63_35"
"s132","p530",63,30,35,90,2256,2256,TRUE,"63_30","35_90","63_35","30_90"
"s133","p530",30,30,90,90,2060,2060,FALSE,"30_30","90_90","30_90","30_90"
"s134","p530",30,135,90,27,2202,2202,TRUE,"30_135","90_27","30_90","135_27"
"s135","p530",135,135,27,27,1792,1792,FALSE,"135_135","27_27","135_27","135_27"
"s136","p530",135,27,27,135,1641,1641,TRUE,"135_27","27_135","135_27","27_135"
"s137","p530",27,225,135,25,1790,1790,TRUE,"27_225","135_25","27_135","225_25"
"s138","p530",225,27,25,135,1849,1849,TRUE,"225_27","25_135","225_25","27_135"
"s139","p530",27,27,135,135,2085,2085,FALSE,"27_27","135_135","27_135","27_135"
"s140","p530",27,225,135,25,1220,1220,TRUE,"27_225","135_25","27_135","225_25"
"s141","p530",225,24,25,360,1993,1993,TRUE,"225_24","25_360","225_25","24_360"
"s142","p530",24,135,360,27,1288,1288,TRUE,"24_135","360_27","24_360","135_27"
"s143","p530",135,135,27,27,2237,2237,FALSE,"135_135","27_27","135_27","135_27"
"s144","p530",135,24,27,360,1553,1553,TRUE,"135_24","27_360","135_27","24_360"
"s145","p530",24,24,360,360,2296,2296,FALSE,"24_24","360_360","24_360","24_360"
"s146","p530",24,360,360,24,1382,1382,TRUE,"24_360","360_24","24_360","360_24"
"s147","p530",360,24,24,360,1762,1762,TRUE,"360_24","24_360","360_24","24_360"
"s148","p530",24,63,360,35,1537,1537,TRUE,"24_63","360_35","24_360","63_35"
"s149","p530",63,24,35,360,2093,2093,TRUE,"63_24","35_360","63_35","24_360"
"s150","p530",24,24,360,360,1428,1428,FALSE,"24_24","360_360","24_360","24_360"
"s151","p530",24,135,360,27,1732,1732,TRUE,"24_135","360_27","24_360","135_27"
"s152","p530",135,135,27,27,1883,1883,FALSE,"135_135","27_27","135_27","135_27"
"s153","p530",135,135,27,27,2010,2010,FALSE,"135_135","27_27","135_27","135_27"
"s154","p530",135,135,27,27,2182,2182,FALSE,"135_135","27_27","135_27","135_27"
"s155","p530",135,35,27,63,2171,2171,TRUE,"135_35","27_63","135_27","35_63"
"s156","p530",35,225,63,25,1391,1391,TRUE,"35_225","63_25","35_63","225_25"
"s157","p530",225,25,25,225,1612,1612,TRUE,"225_25","25_225","225_25","25_225"
"s158","p530",25,25,225,225,2358,2358,FALSE,"25_25","225_225","25_225","25_225"
"s159","p530",25,135,225,27,1660,1660,TRUE,"25_135","225_27","25_225","135_27"
"s160","p530",135,27,27,135,1924,1924,TRUE,"135_27","27_135","135_27","27_135"
"s161","p530",27,27,135,135,1358,1358,FALSE,"27_27","135_135","27_135","27_135"
"s162","p530",27,27,135,135,2034,2034,FALSE,"27_27","135_135","27_135","27_135"
"s163","p530",27,135,135,27,2143,2143,TRUE,"27_135","135_27","27_135","135_27"
"s164","p530",135,35,27,63,2195,2195,TRUE,"135_35","27_63","135_27","35_63"
"s165","p530",35,35,63,63,1278,1278,FALSE,"35_35","63_63","35_63","35_63"
"s166","p530",35,63,63,35,2196,2196,TRUE,"35_63","63_35","35_63","63_35"
"s167","p530",63,63,35,35,2162,2162,FALSE,"63_63","35_35","63_35","63_35"
"s168","p530",63,27,35,135,1497,1497,TRUE,"63_27","35_135","63_35","27_135"
"s169","p530",27,225,135,25,1843,1843,TRUE,"27_225","135_25","27_135","225_25"
"s170","p530",225,35,25,63,1484,1484,TRUE,"225_35","25_63","225_25","35_63"
"s171","p530",35,35,63,63,2150,2150,FALSE,"35_35","63_63","35_63","35_63"
"s172","p530",35,35,63,63,2249,2249,FALSE,"35_35","63_63","35_63","35_63"
"s173","p530",35,35,63,63,2224,2224,FALSE,"35_35","63_63","35_63","35_63"
"s174","p530",35,360,63,24,1891,1891,TRUE,"35_360","63_24","35_63","360_24"
"s175","p530",360,360,24,24,1301,1301,FALSE,"360_360","24_24","360_24","360_24"
"s176","p530",360,27,24,135,1333,1333,TRUE,"360_27","24_135","360_24","27_135"
"s177","p530",27,90,135,30,1618,1618,TRUE,"27_90","135_30","27_135","90_30"
"s178","p530",90,90,30,30,1946,1946,FALSE,"90_90","30_30","90_30","90_30"
"s179","p530",90,90,30,30,2033,2033,FALSE,"90_90","30_30","90_30","90_30"
"s180","p530",90,Inf,30,Inf,1469,1469,TRUE,"90_Inf","30_Inf","90_30","Inf_Inf"
"s01","p736",30,30,90,90,1840,1840,FALSE,"30_30","90_90","30_90","30_90"
"s02","p736",30,30,90,90,931,931,FALSE,"30_30","90_90","30_90","30_90"
"s03","p736",30,30,90,90,913,913,FALSE,"30_30","90_90","30_90","30_90"
"s04","p736",30,30,90,90,1855,1855,FALSE,"30_30","90_90","30_90","30_90"
"s05","p736",30,30,90,90,2081,2081,FALSE,"30_30","90_90","30_90","30_90"
"s06","p736",30,30,90,90,1143,1143,FALSE,"30_30","90_90","30_90","30_90"
"s07","p736",30,30,90,90,1696,1696,FALSE,"30_30","90_90","30_90","30_90"
"s08","p736",30,30,90,90,1277,1277,FALSE,"30_30","90_90","30_90","30_90"
"s09","p736",30,30,90,90,1316,1316,FALSE,"30_30","90_90","30_90","30_90"
"s10","p736",30,30,90,90,985,985,FALSE,"30_30","90_90","30_90","30_90"
"s11","p736",30,30,90,90,1866,1866,FALSE,"30_30","90_90","30_90","30_90"
"s12","p736",30,30,90,90,1411,1411,FALSE,"30_30","90_90","30_90","30_90"
"s13","p736",30,30,90,90,1685,1685,FALSE,"30_30","90_90","30_90","30_90"
"s14","p736",30,30,90,90,1640,1640,FALSE,"30_30","90_90","30_90","30_90"
"s15","p736",30,30,90,90,1844,1844,FALSE,"30_30","90_90","30_90","30_90"
"s16","p736",30,90,90,30,1090,1090,TRUE,"30_90","90_30","30_90","90_30"
"s17","p736",90,90,30,30,1055,1055,FALSE,"90_90","30_30","90_30","90_30"
"s18","p736",90,90,30,30,1413,1413,FALSE,"90_90","30_30","90_30","90_30"
"s19","p736",90,90,30,30,1274,1274,FALSE,"90_90","30_30","90_30","90_30"
"s20","p736",90,90,30,30,1010,1010,FALSE,"90_90","30_30","90_30","90_30"
"s21","p736",90,90,30,30,1407,1407,FALSE,"90_90","30_30","90_30","90_30"
"s22","p736",90,90,30,30,1149,1149,FALSE,"90_90","30_30","90_30","90_30"
"s23","p736",90,90,30,30,1337,1337,FALSE,"90_90","30_30","90_30","90_30"
"s24","p736",90,90,30,30,1234,1234,FALSE,"90_90","30_30","90_30","90_30"
"s25","p736",90,90,30,30,1274,1274,FALSE,"90_90","30_30","90_30","90_30"
"s26","p736",90,30,30,90,938,938,TRUE,"90_30","30_90","90_30","30_90"
"s27","p736",30,30,90,90,941,941,FALSE,"30_30","90_90","30_90","30_90"
"s28","p736",30,30,90,90,1025,1025,FALSE,"30_30","90_90","30_90","30_90"
"s29","p736",30,30,90,90,1675,1675,FALSE,"30_30","90_90","30_90","30_90"
"s30","p736",30,30,90,90,2037,2037,FALSE,"30_30","90_90","30_90","30_90"
"s31","p736",30,30,90,90,1579,1579,FALSE,"30_30","90_90","30_90","30_90"
"s32","p736",30,30,90,90,2081,2081,FALSE,"30_30","90_90","30_90","30_90"
"s33","p736",30,30,90,90,2015,2015,FALSE,"30_30","90_90","30_90","30_90"
"s34","p736",30,30,90,90,1890,1890,FALSE,"30_30","90_90","30_90","30_90"
"s35","p736",30,30,90,90,1883,1883,FALSE,"30_30","90_90","30_90","30_90"
"s36","p736",30,90,90,30,1405,1405,TRUE,"30_90","90_30","30_90","90_30"
"s37","p736",90,90,30,30,1414,1414,FALSE,"90_90","30_30","90_30","90_30"
"s38","p736",90,90,30,30,1225,1225,FALSE,"90_90","30_30","90_30","90_30"
"s39","p736",90,90,30,30,1041,1041,FALSE,"90_90","30_30","90_30","90_30"
"s40","p736",90,90,30,30,1416,1416,FALSE,"90_90","30_30","90_30","90_30"
"s41","p736",90,90,30,30,1385,1385,FALSE,"90_90","30_30","90_30","90_30"
"s42","p736",90,90,30,30,1170,1170,FALSE,"90_90","30_30","90_30","90_30"
"s43","p736",90,90,30,30,939,939,FALSE,"90_90","30_30","90_30","90_30"
"s44","p736",90,90,30,30,1152,1152,FALSE,"90_90","30_30","90_30","90_30"
"s45","p736",90,90,30,30,940,940,FALSE,"90_90","30_30","90_30","90_30"
"s46","p736",90,90,30,30,1385,1385,FALSE,"90_90","30_30","90_30","90_30"
"s47","p736",90,90,30,30,1052,1052,FALSE,"90_90","30_30","90_30","90_30"
"s48","p736",90,90,30,30,1277,1277,FALSE,"90_90","30_30","90_30","90_30"
"s49","p736",90,90,30,30,1211,1211,FALSE,"90_90","30_30","90_30","90_30"
"s50","p736",90,90,30,30,1025,1025,FALSE,"90_90","30_30","90_30","90_30"
"s51","p736",90,90,30,30,1197,1197,FALSE,"90_90","30_30","90_30","90_30"
"s52","p736",90,90,30,30,1383,1383,FALSE,"90_90","30_30","90_30","90_30"
"s53","p736",90,30,30,90,951,951,TRUE,"90_30","30_90","90_30","30_90"
"s54","p736",30,30,90,90,1886,1886,FALSE,"30_30","90_90","30_90","30_90"
"s55","p736",30,30,90,90,1291,1291,FALSE,"30_30","90_90","30_90","30_90"
"s56","p736",30,30,90,90,1645,1645,FALSE,"30_30","90_90","30_90","30_90"
"s57","p736",30,30,90,90,1380,1380,FALSE,"30_30","90_90","30_90","30_90"
"s58","p736",30,30,90,90,1233,1233,FALSE,"30_30","90_90","30_90","30_90"
"s59","p736",30,30,90,90,1973,1973,FALSE,"30_30","90_90","30_90","30_90"
"s60","p736",30,30,90,90,1023,1023,FALSE,"30_30","90_90","30_90","30_90"
"s61","p736",30,30,90,90,1648,1648,FALSE,"30_30","90_90","30_90","30_90"
"s62","p736",30,30,90,90,1202,1202,FALSE,"30_30","90_90","30_90","30_90"
"s63","p736",30,30,90,90,1125,1125,FALSE,"30_30","90_90","30_90","30_90"
"s64","p736",30,30,90,90,1069,1069,FALSE,"30_30","90_90","30_90","30_90"
"s65","p736",30,30,90,90,1277,1277,FALSE,"30_30","90_90","30_90","30_90"
"s66","p736",30,30,90,90,1503,1503,FALSE,"30_30","90_90","30_90","30_90"
"s67","p736",30,30,90,90,1156,1156,FALSE,"30_30","90_90","30_90","30_90"
"s68","p736",30,30,90,90,1810,1810,FALSE,"30_30","90_90","30_90","30_90"
"s69","p736",30,30,90,90,1486,1486,FALSE,"30_30","90_90","30_90","30_90"
"s70","p736",30,30,90,90,2026,2026,FALSE,"30_30","90_90","30_90","30_90"
"s71","p736",30,30,90,90,1560,1560,FALSE,"30_30","90_90","30_90","30_90"
"s72","p736",30,30,90,90,1765,1765,FALSE,"30_30","90_90","30_90","30_90"
"s73","p736",30,30,90,90,1855,1855,FALSE,"30_30","90_90","30_90","30_90"
"s74","p736",30,30,90,90,947,947,FALSE,"30_30","90_90","30_90","30_90"
"s75","p736",30,90,90,30,1482,1482,TRUE,"30_90","90_30","30_90","90_30"
"s76","p736",90,90,30,30,1157,1157,FALSE,"90_90","30_30","90_30","90_30"
"s77","p736",90,90,30,30,1327,1327,FALSE,"90_90","30_30","90_30","90_30"
"s78","p736",90,90,30,30,1161,1161,FALSE,"90_90","30_30","90_30","90_30"
"s79","p736",90,90,30,30,1099,1099,FALSE,"90_90","30_30","90_30","90_30"
"s80","p736",90,90,30,30,1314,1314,FALSE,"90_90","30_30","90_30","90_30"
"s81","p736",90,90,30,30,979,979,FALSE,"90_90","30_30","90_30","90_30"
"s82","p736",90,90,30,30,1397,1397,FALSE,"90_90","30_30","90_30","90_30"
"s83","p736",90,90,30,30,1338,1338,FALSE,"90_90","30_30","90_30","90_30"
"s84","p736",90,90,30,30,1267,1267,FALSE,"90_90","30_30","90_30","90_30"
"s85","p736",90,90,30,30,1402,1402,FALSE,"90_90","30_30","90_30","90_30"
"s86","p736",90,90,30,30,1345,1345,FALSE,"90_90","30_30","90_30","90_30"
"s87","p736",90,90,30,30,1495,1495,FALSE,"90_90","30_30","90_30","90_30"
"s88","p736",90,90,30,30,1222,1222,FALSE,"90_90","30_30","90_30","90_30"
"s89","p736",90,90,30,30,961,961,FALSE,"90_90","30_30","90_30","90_30"
"s90","p736",90,90,30,30,1459,1459,FALSE,"90_90","30_30","90_30","90_30"
"s91","p736",90,90,30,30,951,951,FALSE,"90_90","30_30","90_30","90_30"
"s92","p736",90,90,30,30,1090,1090,FALSE,"90_90","30_30","90_30","90_30"
"s93","p736",90,90,30,30,976,976,FALSE,"90_90","30_30","90_30","90_30"
"s94","p736",90,90,30,30,1046,1046,FALSE,"90_90","30_30","90_30","90_30"
"s95","p736",90,90,30,30,1346,1346,FALSE,"90_90","30_30","90_30","90_30"
"s96","p736",90,90,30,30,1444,1444,FALSE,"90_90","30_30","90_30","90_30"
"s97","p736",90,90,30,30,1295,1295,FALSE,"90_90","30_30","90_30","90_30"
"s98","p736",90,90,30,30,1312,1312,FALSE,"90_90","30_30","90_30","90_30"
"s99","p736",90,90,30,30,981,981,FALSE,"90_90","30_30","90_30","90_30"
"s100","p736",90,90,30,30,1266,1266,FALSE,"90_90","30_30","90_30","90_30"
"s101","p736",90,45,30,45,1150,1150,TRUE,"90_45","30_45","90_30","45_45"
"s102","p736",45,45,45,45,1194,1194,FALSE,"45_45","45_45","45_45","45_45"
"s103","p736",45,45,45,45,1101,1101,FALSE,"45_45","45_45","45_45","45_45"
"s104","p736",45,45,45,45,906,906,FALSE,"45_45","45_45","45_45","45_45"
"s105","p736",45,45,45,45,922,922,FALSE,"45_45","45_45","45_45","45_45"
"s106","p736",45,45,45,45,977,977,FALSE,"45_45","45_45","45_45","45_45"
"s107","p736",45,45,45,45,1092,1092,FALSE,"45_45","45_45","45_45","45_45"
"s108","p736",45,45,45,45,1151,1151,FALSE,"45_45","45_45","45_45","45_45"
"s109","p736",45,45,45,45,1159,1159,FALSE,"45_45","45_45","45_45","45_45"
"s110","p736",45,45,45,45,1185,1185,FALSE,"45_45","45_45","45_45","45_45"
"s111","p736",45,45,45,45,1133,1133,FALSE,"45_45","45_45","45_45","45_45"
"s112","p736",45,45,45,45,964,964,FALSE,"45_45","45_45","45_45","45_45"
"s113","p736",45,45,45,45,1059,1059,FALSE,"45_45","45_45","45_45","45_45"
"s114","p736",45,45,45,45,1100,1100,FALSE,"45_45","45_45","45_45","45_45"
"s115","p736",45,45,45,45,914,914,FALSE,"45_45","45_45","45_45","45_45"
"s116","p736",45,27,45,135,1729,1729,TRUE,"45_27","45_135","45_45","27_135"
"s117","p736",27,27,135,135,2027,2027,FALSE,"27_27","135_135","27_135","27_135"
"s118","p736",27,225,135,25,1373,1373,TRUE,"27_225","135_25","27_135","225_25"
"s119","p736",225,225,25,25,2174,2174,FALSE,"225_225","25_25","225_25","225_25"
"s120","p736",225,225,25,25,1883,1883,FALSE,"225_225","25_25","225_25","225_25"
"s121","p736",225,24,25,360,1736,1736,TRUE,"225_24","25_360","225_25","24_360"
"s122","p736",24,24,360,360,1857,1857,FALSE,"24_24","360_360","24_360","24_360"
"s123","p736",24,63,360,35,1251,1251,TRUE,"24_63","360_35","24_360","63_35"
"s124","p736",63,30,35,90,1695,1695,TRUE,"63_30","35_90","63_35","30_90"
"s125","p736",30,225,90,25,2333,2333,TRUE,"30_225","90_25","30_90","225_25"
"s126","p736",225,27,25,135,1977,1977,TRUE,"225_27","25_135","225_25","27_135"
"s127","p736",27,27,135,135,2319,2319,FALSE,"27_27","135_135","27_135","27_135"
"s128","p736",27,27,135,135,1364,1364,FALSE,"27_27","135_135","27_135","27_135"
"s129","p736",27,27,135,135,1344,1344,FALSE,"27_27","135_135","27_135","27_135"
"s130","p736",27,90,135,30,1332,1332,TRUE,"27_90","135_30","27_135","90_30"
"s131","p736",90,25,30,225,1915,1915,TRUE,"90_25","30_225","90_30","25_225"
"s132","p736",25,360,225,24,1731,1731,TRUE,"25_360","225_24","25_225","360_24"
"s133","p736",360,24,24,360,2338,2338,TRUE,"360_24","24_360","360_24","24_360"
"s134","p736",24,24,360,360,1564,1564,FALSE,"24_24","360_360","24_360","24_360"
"s135","p736",24,90,360,30,1277,1277,TRUE,"24_90","360_30","24_360","90_30"
"s136","p736",90,90,30,30,1852,1852,FALSE,"90_90","30_30","90_30","90_30"
"s137","p736",90,90,30,30,2057,2057,FALSE,"90_90","30_30","90_30","90_30"
"s138","p736",90,30,30,90,2306,2306,TRUE,"90_30","30_90","90_30","30_90"
"s139","p736",30,225,90,25,1404,1404,TRUE,"30_225","90_25","30_90","225_25"
"s140","p736",225,225,25,25,2282,2282,FALSE,"225_225","25_25","225_25","225_25"
"s141","p736",225,225,25,25,1851,1851,FALSE,"225_225","25_25","225_25","225_25"
"s142","p736",225,225,25,25,1396,1396,FALSE,"225_225","25_25","225_25","225_25"
"s143","p736",225,27,25,135,1999,1999,TRUE,"225_27","25_135","225_25","27_135"
"s144","p736",27,225,135,25,2291,2291,TRUE,"27_225","135_25","27_135","225_25"
"s145","p736",225,35,25,63,2034,2034,TRUE,"225_35","25_63","225_25","35_63"
"s146","p736",35,35,63,63,1636,1636,FALSE,"35_35","63_63","35_63","35_63"
"s147","p736",35,63,63,35,1634,1634,TRUE,"35_63","63_35","35_63","63_35"
"s148","p736",63,63,35,35,1456,1456,FALSE,"63_63","35_35","63_35","63_35"
"s149","p736",63,30,35,90,1960,1960,TRUE,"63_30","35_90","63_35","30_90"
"s150","p736",30,225,90,25,1586,1586,TRUE,"30_225","90_25","30_90","225_25"
"s151","p736",225,24,25,360,2070,2070,TRUE,"225_24","25_360","225_25","24_360"
"s152","p736",24,225,360,25,2344,2344,TRUE,"24_225","360_25","24_360","225_25"
"s153","p736",225,225,25,25,1319,1319,FALSE,"225_225","25_25","225_25","225_25"
"s154","p736",225,25,25,225,1562,1562,TRUE,"225_25","25_225","225_25","25_225"
"s155","p736",25,25,225,225,2169,2169,FALSE,"25_25","225_225","25_225","25_225"
"s156","p736",25,63,225,35,2354,2354,TRUE,"25_63","225_35","25_225","63_35"
"s157","p736",63,24,35,360,2350,2350,TRUE,"63_24","35_360","63_35","24_360"
"s158","p736",24,360,360,24,1633,1633,TRUE,"24_360","360_24","24_360","360_24"
"s159","p736",360,35,24,63,1873,1873,TRUE,"360_35","24_63","360_24","35_63"
"s160","p736",35,35,63,63,1271,1271,FALSE,"35_35","63_63","35_63","35_63"
"s161","p736",35,63,63,35,1907,1907,TRUE,"35_63","63_35","35_63","63_35"
"s162","p736",63,63,35,35,1576,1576,FALSE,"63_63","35_35","63_35","63_35"
"s163","p736",63,63,35,35,1388,1388,FALSE,"63_63","35_35","63_35","63_35"
"s164","p736",63,63,35,35,1404,1404,FALSE,"63_63","35_35","63_35","63_35"
"s165","p736",63,24,35,360,2332,2332,TRUE,"63_24","35_360","63_35","24_360"
"s166","p736",24,24,360,360,1840,1840,FALSE,"24_24","360_360","24_360","24_360"
"s167","p736",24,24,360,360,1899,1899,FALSE,"24_24","360_360","24_360","24_360"
"s168","p736",24,24,360,360,1581,1581,FALSE,"24_24","360_360","24_360","24_360"
"s169","p736",24,135,360,27,2388,2388,TRUE,"24_135","360_27","24_360","135_27"
"s170","p736",135,24,27,360,2352,2352,TRUE,"135_24","27_360","135_27","24_360"
"s171","p736",24,24,360,360,1600,1600,FALSE,"24_24","360_360","24_360","24_360"
"s172","p736",24,90,360,30,1343,1343,TRUE,"24_90","360_30","24_360","90_30"
"s173","p736",90,25,30,225,1211,1211,TRUE,"90_25","30_225","90_30","25_225"
"s174","p736",25,90,225,30,2044,2044,TRUE,"25_90","225_30","25_225","90_30"
"s175","p736",90,90,30,30,1636,1636,FALSE,"90_90","30_30","90_30","90_30"
"s176","p736",90,35,30,63,1929,1929,TRUE,"90_35","30_63","90_30","35_63"
"s177","p736",35,360,63,24,1453,1453,TRUE,"35_360","63_24","35_63","360_24"
"s178","p736",360,25,24,225,1326,1326,TRUE,"360_25","24_225","360_24","25_225"
"s179","p736",25,25,225,225,2300,2300,FALSE,"25_25","225_225","25_225","25_225"
"s180","p736",25,Inf,225,Inf,1228,1228,TRUE,"25_Inf","225_Inf","25_225","Inf_Inf"
